location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
102 Potomac Blvd IL 62864,38.318071,-88.955954,1.0,range_interpolation,102.0,Potomac Blvd,,,Mount Vernon,IL,Jefferson County,62864,US,TIGER/Line® dataset from the US Census Bureau
2806 Broadway St IL 62864,38.315388,-88.926516,1.0,range_interpolation,2806.0,Broadway St,,,Mount Vernon,IL,Jefferson County,62864,US,TIGER/Line® dataset from the US Census Bureau
102 Potomac Blvd IL 62864,38.318071,-88.955954,1.0,range_interpolation,102.0,Potomac Blvd,,,Mount Vernon,IL,Jefferson County,62864,US,TIGER/Line® dataset from the US Census Bureau
2806 Broadway St IL 62864,38.315388,-88.926516,1.0,range_interpolation,2806.0,Broadway St,,,Mount Vernon,IL,Jefferson County,62864,US,TIGER/Line® dataset from the US Census Bureau
663 Illinois 83 IL 60060,42.245377000000005,-88.011523,0.6,street_center,,N State Rte 83,,,Mundelein,IL,Lake County,60060,US,TIGER/Line® dataset from the US Census Bureau
450 Townline Rd IL 60060,42.240542,-87.99493199999999,1.0,rooftop,450.0,Townline Rd,,,Mundelein,IL,Lake County,60060,US,Lake
151 N Lake St IL 60060,42.265592,-88.00353199999999,1.0,rooftop,151.0,N Lake St,,,Mundelein,IL,Lake County,60060,US,Lake
665 S Il Route 83 IL 60060,42.255588,-88.021909,1.0,rooftop,665.0,S IL Route 83,,,Mundelein,IL,Lake County,60060,US,Lake
663 Illinois 83 IL 60060,42.245377000000005,-88.011523,0.6,street_center,,N State Rte 83,,,Mundelein,IL,Lake County,60060,US,TIGER/Line® dataset from the US Census Bureau
450 Townline Rd IL 60060,42.240542,-87.99493199999999,1.0,rooftop,450.0,Townline Rd,,,Mundelein,IL,Lake County,60060,US,Lake
151 N Lake St IL 60060,42.265592,-88.00353199999999,1.0,rooftop,151.0,N Lake St,,,Mundelein,IL,Lake County,60060,US,Lake
665 S Il Route 83 IL 60060,42.255588,-88.021909,1.0,rooftop,665.0,S IL Route 83,,,Mundelein,IL,Lake County,60060,US,Lake
550 E Industrial Park Rd IL 62966,37.789131,-89.322671,1.0,range_interpolation,550.0,E Industrial Park Rd,,,Murphysboro,IL,Jackson County,62966,US,TIGER/Line® dataset from the US Census Bureau
1020 Walnut St IL 62966,37.764583,-89.335061,1.0,rooftop,1020.0,Walnut St,,,Murphysboro,IL,Jackson County,62966,US,Jackson
550 E Industrial Park Rd IL 62966,37.789131,-89.322671,1.0,range_interpolation,550.0,E Industrial Park Rd,,,Murphysboro,IL,Jackson County,62966,US,TIGER/Line® dataset from the US Census Bureau
1020 Walnut St IL 62966,37.764583,-89.335061,1.0,rooftop,1020.0,Walnut St,,,Murphysboro,IL,Jackson County,62966,US,Jackson
339a Douglas Ave IL 60540,41.777519,-88.154209,1.0,rooftop,339.0,Douglas Ave,,,Naperville,IL,DuPage County,60540,US,City of Naperville
1298 S Naper Blvd IL 60540,41.749733,-88.115666,1.0,rooftop,1298.0,S Naper Blvd,,,Naperville,IL,DuPage County,60540,US,Dupage
1376 Illinois 59 IL 60563,41.790690999999995,-88.20507099999999,1.0,rooftop,1376.0,State Rte 59,,,Naperville,IL,DuPage County,60563,US,City of Naperville
514 N River Rd IL 60563,41.783978999999995,-88.18167199999999,1.0,range_interpolation,514.0,N River Rd,,,Naperville,IL,DuPage County,60563,US,TIGER/Line® dataset from the US Census Bureau
1520 N Naper Blvd IL 60563,41.798123,-88.118992,1.0,rooftop,1520.0,N Naper Blvd,,,Naperville,IL,DuPage County,60563,US,Ingham
3232 S State Route 59 IL 60564,41.705583000000004,-88.204828,1.0,rooftop,3232.0,State Rte 59,,,Naperville,IL,Will County,60564,US,City of Naperville
892 W 75th St IL 60565,41.747321,-88.163876,1.0,rooftop,892.0,W 75th St,,,Naperville,IL,DuPage County,60565,US,Waco
339a Douglas Ave IL 60540,41.777519,-88.154209,1.0,rooftop,339.0,Douglas Ave,,,Naperville,IL,DuPage County,60540,US,City of Naperville
1298 S Naper Blvd IL 60540,41.749733,-88.115666,1.0,rooftop,1298.0,S Naper Blvd,,,Naperville,IL,DuPage County,60540,US,Dupage
1376 Illinois 59 IL 60563,41.790690999999995,-88.20507099999999,1.0,rooftop,1376.0,State Rte 59,,,Naperville,IL,DuPage County,60563,US,City of Naperville
514 N River Rd IL 60563,41.783978999999995,-88.18167199999999,1.0,range_interpolation,514.0,N River Rd,,,Naperville,IL,DuPage County,60563,US,TIGER/Line® dataset from the US Census Bureau
1520 N Naper Blvd IL 60563,41.798123,-88.118992,1.0,rooftop,1520.0,N Naper Blvd,,,Naperville,IL,DuPage County,60563,US,Ingham
3232 S State Route 59 IL 60564,41.705583000000004,-88.204828,1.0,rooftop,3232.0,State Rte 59,,,Naperville,IL,Will County,60564,US,City of Naperville
892 W 75th St IL 60565,41.747321,-88.163876,1.0,rooftop,892.0,W 75th St,,,Naperville,IL,DuPage County,60565,US,Waco
600 W Maple St IL 60451,41.517903000000004,-87.981753,1.0,rooftop,600.0,W Maple St,,,New Lenox,IL,Will County,60451,US,Will
2151 East Laraway Road IL 60451,41.484358,-87.921617,1.0,rooftop,2151.0,E Laraway Rd,,,New Lenox,IL,Will County,60451,US,Will
600 W Maple St IL 60451,41.517903000000004,-87.981753,1.0,rooftop,600.0,W Maple St,,,New Lenox,IL,Will County,60451,US,Will
2151 East Laraway Road IL 60451,41.484358,-87.921617,1.0,rooftop,2151.0,E Laraway Rd,,,New Lenox,IL,Will County,60451,US,Will
N Milwaukee Ave IL 60016,42.060491,-87.844021,1.0,street_center,,N Milwaukee Ave,,,Des Plaines,IL,Cook County,60016,US,TIGER/Line® dataset from the US Census Bureau
298 Golf Mill Ctr IL 60714,42.0503,-87.836363,1.0,rooftop,298.0,Golf Mill Ctr,,,Niles,IL,Cook County,60714,US,Cook
8460 W Dempster St IL 60714,42.040518,-87.83767900000001,1.0,rooftop,8460.0,W Dempster St,,,Niles,IL,Cook County,60714,US,Cook
7969 N Milwaukee Ave IL 60714,42.025765,-87.813194,1.0,rooftop,7969.0,N Milwaukee Ave,,,Niles,IL,Cook County,60714,US,Cook
N Milwaukee Ave IL 60016,42.060491,-87.844021,1.0,street_center,,N Milwaukee Ave,,,Des Plaines,IL,Cook County,60016,US,TIGER/Line® dataset from the US Census Bureau
298 Golf Mill Ctr IL 60714,42.0503,-87.836363,1.0,rooftop,298.0,Golf Mill Ctr,,,Niles,IL,Cook County,60714,US,Cook
8460 W Dempster St IL 60714,42.040518,-87.83767900000001,1.0,rooftop,8460.0,W Dempster St,,,Niles,IL,Cook County,60714,US,Cook
7969 N Milwaukee Ave IL 60714,42.025765,-87.813194,1.0,rooftop,7969.0,N Milwaukee Ave,,,Niles,IL,Cook County,60714,US,Cook
804 S Main St IL 61761,40.503375,-88.99423399999999,1.0,rooftop,804.0,S Main St,,,Normal,IL,McLean County,61761,US,Mclean
1535 E College Ave IL 61761,40.509842,-88.95594399999999,1.0,rooftop,1535.0,E College Ave,,,Normal,IL,McLean County,61761,US,Mclean
1607 N Main St IL 61761,40.530239,-88.996613,1.0,rooftop,1607.0,N Main St,,,Normal,IL,McLean County,61761,US,Mclean
804 S Main St IL 61761,40.503375,-88.99423399999999,1.0,rooftop,804.0,S Main St,,,Normal,IL,McLean County,61761,US,Mclean
1535 E College Ave IL 61761,40.509842,-88.95594399999999,1.0,rooftop,1535.0,E College Ave,,,Normal,IL,McLean County,61761,US,Mclean
1607 N Main St IL 61761,40.530239,-88.996613,1.0,rooftop,1607.0,N Main St,,,Normal,IL,McLean County,61761,US,Mclean
2211 Green Bay Rd IL 60064,42.319067,-87.865504,1.0,rooftop,2211.0,Green Bay Rd,,,North Chicago,IL,Lake County,60064,US,Lake
3001 6th St IL 60088,42.307959999999994,-87.838274,1.0,range_interpolation,3001.0,6th St,,,Great Lakes,IL,Lake County,60088,US,TIGER/Line® dataset from the US Census Bureau
2211 Green Bay Rd IL 60064,42.319067,-87.865504,1.0,rooftop,2211.0,Green Bay Rd,,,North Chicago,IL,Lake County,60064,US,Lake
3001 6th St IL 60088,42.307959999999994,-87.838274,1.0,range_interpolation,3001.0,6th St,,,Great Lakes,IL,Lake County,60088,US,TIGER/Line® dataset from the US Census Bureau
200 Skokie Blvd IL 60062,42.149167999999996,-87.800216,1.0,rooftop,200.0,Skokie Blvd,,,Northbrook,IL,Cook County,60062,US,Cook
2261 Northbrook Ct IL 60062,42.151761,-87.81698,1.0,range_interpolation,2261.0,Northbrook Ct,,,Northbrook,IL,Cook County,60062,US,TIGER/Line® dataset from the US Census Bureau
4195 Dundee Rd IL 60062,42.138315999999996,-87.88238299999999,1.0,range_interpolation,4195.0,Dundee Rd,,,Northbrook,IL,Cook County,60062,US,TIGER/Line® dataset from the US Census Bureau
Dundee Rd IL 60062,42.138159,-87.844012,1.0,street_center,,Dundee Rd,,,Northbrook,IL,Cook County,60062,US,TIGER/Line® dataset from the US Census Bureau
200 Skokie Blvd IL 60062,42.149167999999996,-87.800216,1.0,rooftop,200.0,Skokie Blvd,,,Northbrook,IL,Cook County,60062,US,Cook
2261 Northbrook Ct IL 60062,42.151761,-87.81698,1.0,range_interpolation,2261.0,Northbrook Ct,,,Northbrook,IL,Cook County,60062,US,TIGER/Line® dataset from the US Census Bureau
4195 Dundee Rd IL 60062,42.138315999999996,-87.88238299999999,1.0,range_interpolation,4195.0,Dundee Rd,,,Northbrook,IL,Cook County,60062,US,TIGER/Line® dataset from the US Census Bureau
Dundee Rd IL 60062,42.138159,-87.844012,1.0,street_center,,Dundee Rd,,,Northbrook,IL,Cook County,60062,US,TIGER/Line® dataset from the US Census Bureau
1790 Frank Scott Pkwy E IL 62269,38.570934,-89.930439,0.74,nearest_rooftop_match,1761.0,Frank Scott Pkwy,,,O'fallon,IL,St. Clair County,62269,US,City of Ofallon
1610 W Us Highway 50 IL 62269,38.593049,-89.955096,1.0,rooftop,1610.0,W Hwy 50,,,O Fallon,IL,St. Clair County,62269,US,City of Ofallon
109 E Us Highway 50 IL 62269,38.584533,-89.909204,1.0,rooftop,109.0,E Hwy 50,,,O Fallon,IL,St. Clair County,62269,US,City of Ofallon
108 E Us Highway 50 IL 62269,38.585189,-89.91002399999999,1.0,rooftop,108.0,E Hwy 50,,,O Fallon,IL,St. Clair County,62269,US,City of Ofallon
1790 Frank Scott Pkwy E IL 62269,38.570934,-89.930439,0.74,nearest_rooftop_match,1761.0,Frank Scott Pkwy,,,O'fallon,IL,St. Clair County,62269,US,City of Ofallon
1610 W Us Highway 50 IL 62269,38.593049,-89.955096,1.0,rooftop,1610.0,W Hwy 50,,,O Fallon,IL,St. Clair County,62269,US,City of Ofallon
109 E Us Highway 50 IL 62269,38.584533,-89.909204,1.0,rooftop,109.0,E Hwy 50,,,O Fallon,IL,St. Clair County,62269,US,City of Ofallon
108 E Us Highway 50 IL 62269,38.585189,-89.91002399999999,1.0,rooftop,108.0,E Hwy 50,,,O Fallon,IL,St. Clair County,62269,US,City of Ofallon
2111 Midwest Rd IL 60521,41.847536,-87.97165600000001,0.65,rooftop,2111.0,Midwest Rd,,,Oak Brook,IL,DuPage County,60523,US,Dupage
66 Oakbrook Ctr IL 60521,41.849086,-87.95415799999999,0.67,nearest_rooftop_match,1.0,Oakbrook Ctr,,,Hinsdale,IL,DuPage County,60521,US,Dupage
2915 Jorie Blvd IL 60523,41.836065999999995,-87.943791,1.0,rooftop,2915.0,Jorie Blvd,,,Oak Brook,IL,DuPage County,60523,US,Dupage
1120 W 22nd St IL 60523,41.84809,-87.945306,1.0,rooftop,1120.0,W 22nd St,,,Oak Brook,IL,DuPage County,60523,US,Dupage
Mcdonalds Dr IL 60523,41.848040000000005,-87.945699,1.0,street_center,,McDonalds Dr,,,Oak Brook,IL,DuPage County,60523,US,TIGER/Line® dataset from the US Census Bureau
2111 Midwest Rd IL 60521,41.847536,-87.97165600000001,0.65,rooftop,2111.0,Midwest Rd,,,Oak Brook,IL,DuPage County,60523,US,Dupage
66 Oakbrook Ctr IL 60521,41.849086,-87.95415799999999,0.67,nearest_rooftop_match,1.0,Oakbrook Ctr,,,Hinsdale,IL,DuPage County,60521,US,Dupage
2915 Jorie Blvd IL 60523,41.836065999999995,-87.943791,1.0,rooftop,2915.0,Jorie Blvd,,,Oak Brook,IL,DuPage County,60523,US,Dupage
1120 W 22nd St IL 60523,41.84809,-87.945306,1.0,rooftop,1120.0,W 22nd St,,,Oak Brook,IL,DuPage County,60523,US,Dupage
Mcdonalds Dr IL 60523,41.848040000000005,-87.945699,1.0,street_center,,McDonalds Dr,,,Oak Brook,IL,DuPage County,60523,US,TIGER/Line® dataset from the US Census Bureau
9128 S Cicero Ave IL 60453,41.726831,-87.741483,1.0,rooftop,9128.0,S Cicero Ave,,,Oak Lawn,IL,Cook County,60453,US,Cook
10549 S Cicero Ave IL 60453,41.700377,-87.739474,1.0,rooftop,10549.0,S Cicero Ave,,,Oak Lawn,IL,Cook County,60453,US,Cook
6034 W 95th St IL 60453,41.719999,-87.771836,1.0,rooftop,6034.0,W 95th St,,,Oak Lawn,IL,Cook County,60453,US,Cook
9128 S Cicero Ave IL 60453,41.726831,-87.741483,1.0,rooftop,9128.0,S Cicero Ave,,,Oak Lawn,IL,Cook County,60453,US,Cook
10549 S Cicero Ave IL 60453,41.700377,-87.739474,1.0,rooftop,10549.0,S Cicero Ave,,,Oak Lawn,IL,Cook County,60453,US,Cook
6034 W 95th St IL 60453,41.719999,-87.771836,1.0,rooftop,6034.0,W 95th St,,,Oak Lawn,IL,Cook County,60453,US,Cook
11241 W 159th St IL 60462,41.600193,-87.89304,0.65,rooftop,11241.0,159th St,,,Orland Park,IL,Cook County,60467,US,Cook
14445 S La Grange Rd IL 60462,41.625307,-87.83293,0.22,place,,,,,Orland Park,IL,Cook County,60462,US,TIGER/Line® dataset from the US Census Bureau
9110 W 159th St IL 60462,41.601646,-87.845136,1.0,range_interpolation,9110.0,W 159th St,,,Orland Park,IL,Cook County,60462,US,TIGER/Line® dataset from the US Census Bureau
11111 179th Street IL 60467,41.563915,-87.888478,1.0,rooftop,11111.0,179th St,,,Orland Park,IL,Cook County,60467,US,Cook
11241 W 159th St IL 60462,41.600193,-87.89304,0.65,rooftop,11241.0,159th St,,,Orland Park,IL,Cook County,60467,US,Cook
14445 S La Grange Rd IL 60462,41.625307,-87.83293,0.22,place,,,,,Orland Park,IL,Cook County,60462,US,TIGER/Line® dataset from the US Census Bureau
9110 W 159th St IL 60462,41.601646,-87.845136,1.0,range_interpolation,9110.0,W 159th St,,,Orland Park,IL,Cook County,60462,US,TIGER/Line® dataset from the US Census Bureau
11111 179th Street IL 60467,41.563915,-87.888478,1.0,rooftop,11111.0,179th St,,,Orland Park,IL,Cook County,60467,US,Cook
3417 Orchard Rd IL 60543,41.68618,-88.380972,1.0,rooftop,3417.0,Orchard Rd,,,Oswego,IL,Kendall County,60543,US,Kendall
U.S. 34 IL 60543,41.695592,-88.323771,1.0,street_center,,State Rte 34,,,Oswego,IL,Kendall County,60543,US,TIGER/Line® dataset from the US Census Bureau
339 Douglas St IL 60543,41.679429999999996,-88.354827,1.0,range_interpolation,339.0,Douglas St,,,Oswego,IL,Kendall County,60543,US,TIGER/Line® dataset from the US Census Bureau
2890 U.S. 34 IL 60543,41.695831,-88.321794,1.0,rooftop,2890.0,State Rte 34,,,Oswego,IL,Kendall County,60543,US,Kendall
3417 Orchard Rd IL 60543,41.68618,-88.380972,1.0,rooftop,3417.0,Orchard Rd,,,Oswego,IL,Kendall County,60543,US,Kendall
U.S. 34 IL 60543,41.695592,-88.323771,1.0,street_center,,State Rte 34,,,Oswego,IL,Kendall County,60543,US,TIGER/Line® dataset from the US Census Bureau
339 Douglas St IL 60543,41.679429999999996,-88.354827,1.0,range_interpolation,339.0,Douglas St,,,Oswego,IL,Kendall County,60543,US,TIGER/Line® dataset from the US Census Bureau
2890 U.S. 34 IL 60543,41.695831,-88.321794,1.0,rooftop,2890.0,State Rte 34,,,Oswego,IL,Kendall County,60543,US,Kendall
127 E Norris Dr IL 61350,41.356029,-88.84008100000001,1.0,range_interpolation,127.0,E Norris Dr,,,Ottawa,IL,LaSalle County,61350,US,TIGER/Line® dataset from the US Census Bureau
4041 Veterans Dr IL 61350,41.34559,-88.84258,0.33,place,,,,,Ottawa,IL,LaSalle County,61350,US,TIGER/Line® dataset from the US Census Bureau
127 E Norris Dr IL 61350,41.356029,-88.84008100000001,1.0,range_interpolation,127.0,E Norris Dr,,,Ottawa,IL,LaSalle County,61350,US,TIGER/Line® dataset from the US Census Bureau
4041 Veterans Dr IL 61350,41.34559,-88.84258,0.33,place,,,,,Ottawa,IL,LaSalle County,61350,US,TIGER/Line® dataset from the US Census Bureau
275 W Northwest Hwy IL 60067,42.117906,-88.036376,1.0,rooftop,275.0,E Northwest Hwy,,,Palatine,IL,Cook County,60067,US,Cook
1576 N Rand Rd IL 60074,42.137122,-88.019818,1.0,rooftop,1576.0,N Rand Rd,,,Palatine,IL,Cook County,60074,US,Cook
1570 E Northwest Hwy IL 60074,42.094840000000005,-88.00601,1.0,rooftop,1570.0,E Northwest Hwy,,,Palatine,IL,Cook County,60074,US,Cook
275 W Northwest Hwy IL 60067,42.117906,-88.036376,1.0,rooftop,275.0,E Northwest Hwy,,,Palatine,IL,Cook County,60067,US,Cook
1576 N Rand Rd IL 60074,42.137122,-88.019818,1.0,rooftop,1576.0,N Rand Rd,,,Palatine,IL,Cook County,60074,US,Cook
1570 E Northwest Hwy IL 60074,42.094840000000005,-88.00601,1.0,rooftop,1570.0,E Northwest Hwy,,,Palatine,IL,Cook County,60074,US,Cook
1013 Court St IL 61554,40.565639000000004,-89.636748,1.0,rooftop,1013.0,Court St,,,Pekin,IL,Tazewell County,61554,US,Tazewell
3295 Court St IL 61554,40.546803000000004,-89.604031,1.0,range_interpolation,3295.0,Court St,,,Pekin,IL,Tazewell County,61554,US,TIGER/Line® dataset from the US Census Bureau
3291 Court St IL 61554,40.546098,-89.602197,1.0,rooftop,3291.0,Court St,,,Pekin,IL,Tazewell County,61554,US,Tazewell
3320 Veterans Dr IL 61554,40.538728000000006,-89.595112,0.9,rooftop,3320.0,S Veterans Dr,,,Pekin,IL,Tazewell County,61554,US,Tazewell
1124 Wesley Rd IL 61554,40.626366,-89.61831,0.9,rooftop,1124.0,Wesley Rd,,,Creve Coeur,IL,Tazewell County,61610,US,Tazewell
1013 Court St IL 61554,40.565639000000004,-89.636748,1.0,rooftop,1013.0,Court St,,,Pekin,IL,Tazewell County,61554,US,Tazewell
3295 Court St IL 61554,40.546803000000004,-89.604031,1.0,range_interpolation,3295.0,Court St,,,Pekin,IL,Tazewell County,61554,US,TIGER/Line® dataset from the US Census Bureau
3291 Court St IL 61554,40.546098,-89.602197,1.0,rooftop,3291.0,Court St,,,Pekin,IL,Tazewell County,61554,US,Tazewell
3320 Veterans Dr IL 61554,40.538728000000006,-89.595112,0.9,rooftop,3320.0,S Veterans Dr,,,Pekin,IL,Tazewell County,61554,US,Tazewell
1124 Wesley Rd IL 61554,40.626366,-89.61831,0.9,rooftop,1124.0,Wesley Rd,,,Creve Coeur,IL,Tazewell County,61610,US,Tazewell
2920 Ne Adams St IL 61603,40.715376,-89.55989,1.0,rooftop,2920.0,NE Adams St,,,Peoria,IL,Peoria County,61603,US,Peoria
2205 N Knoxville Ave IL 61603,40.71478,-89.593991,1.0,range_interpolation,2205.0,N Knoxville Ave,,,Peoria,IL,Peoria County,61603,US,TIGER/Line® dataset from the US Census Bureau
627 North Western Avenue IL 61604,40.695637,-89.623326,1.0,rooftop,627.0,N Western Ave,,,Peoria,IL,Peoria County,61604,US,Peoria
627 N Western Ave IL 61604,40.695637,-89.623326,1.0,rooftop,627.0,N Western Ave,,,Peoria,IL,Peoria County,61604,US,Peoria
1017 W Main St IL 61606,40.699993,-89.610085,1.0,rooftop,1017.0,W Main St,,,Peoria,IL,Peoria County,61606,US,Peoria
5600 Washington St IL 61607,40.652711,-89.647588,0.9,rooftop,5600.0,S Washington St,,,Peoria,IL,Peoria County,61607,US,Peoria
1205 W Garfield Ave IL 61607,40.645022,-89.672126,0.9,range_interpolation,1205.0,W Garfield Ave,,,Bartonville,IL,Peoria County,61607,US,TIGER/Line® dataset from the US Census Bureau
2320 W War Memorial Dr IL 61614,40.744113,-89.630425,1.0,rooftop,2320.0,W War Memorial Dr,,,Peoria,IL,Peoria County,61614,US,Peoria
3600 N University St IL 61614,40.731545000000004,-89.612063,0.8,rooftop,3600.0,N University St,,,Peoria,IL,Peoria County,61604,US,Peoria
4007 Barring Trce IL 61615,40.769913,-89.654748,1.0,range_interpolation,4007.0,Barring Trce,,,Peoria,IL,Peoria County,61615,US,TIGER/Line® dataset from the US Census Bureau
2920 Ne Adams St IL 61603,40.715376,-89.55989,1.0,rooftop,2920.0,NE Adams St,,,Peoria,IL,Peoria County,61603,US,Peoria
2205 N Knoxville Ave IL 61603,40.71478,-89.593991,1.0,range_interpolation,2205.0,N Knoxville Ave,,,Peoria,IL,Peoria County,61603,US,TIGER/Line® dataset from the US Census Bureau
627 North Western Avenue IL 61604,40.695637,-89.623326,1.0,rooftop,627.0,N Western Ave,,,Peoria,IL,Peoria County,61604,US,Peoria
627 N Western Ave IL 61604,40.695637,-89.623326,1.0,rooftop,627.0,N Western Ave,,,Peoria,IL,Peoria County,61604,US,Peoria
1017 W Main St IL 61606,40.699993,-89.610085,1.0,rooftop,1017.0,W Main St,,,Peoria,IL,Peoria County,61606,US,Peoria
5600 Washington St IL 61607,40.652711,-89.647588,0.9,rooftop,5600.0,S Washington St,,,Peoria,IL,Peoria County,61607,US,Peoria
1205 W Garfield Ave IL 61607,40.645022,-89.672126,0.9,range_interpolation,1205.0,W Garfield Ave,,,Bartonville,IL,Peoria County,61607,US,TIGER/Line® dataset from the US Census Bureau
2320 W War Memorial Dr IL 61614,40.744113,-89.630425,1.0,rooftop,2320.0,W War Memorial Dr,,,Peoria,IL,Peoria County,61614,US,Peoria
3600 N University St IL 61614,40.731545000000004,-89.612063,0.8,rooftop,3600.0,N University St,,,Peoria,IL,Peoria County,61604,US,Peoria
4007 Barring Trce IL 61615,40.769913,-89.654748,1.0,range_interpolation,4007.0,Barring Trce,,,Peoria,IL,Peoria County,61615,US,TIGER/Line® dataset from the US Census Bureau
3947 Frontage Rd IL 61354,41.365257,-89.15932,1.0,range_interpolation,3947.0,Frontage Rd,,,Peru,IL,LaSalle County,61354,US,TIGER/Line® dataset from the US Census Bureau
924 Shooting Park Rd IL 61354,41.338396,-89.117182,1.0,range_interpolation,924.0,Shooting Park Rd,,,Peru,IL,LaSalle County,61354,US,TIGER/Line® dataset from the US Census Bureau
5251 Trompeter Rd IL 61354,41.369618,-89.127643,1.0,range_interpolation,5251.0,Trompeter Rd,,,Peru,IL,LaSalle County,61354,US,TIGER/Line® dataset from the US Census Bureau
3947 Frontage Rd IL 61354,41.365257,-89.15932,1.0,range_interpolation,3947.0,Frontage Rd,,,Peru,IL,LaSalle County,61354,US,TIGER/Line® dataset from the US Census Bureau
924 Shooting Park Rd IL 61354,41.338396,-89.117182,1.0,range_interpolation,924.0,Shooting Park Rd,,,Peru,IL,LaSalle County,61354,US,TIGER/Line® dataset from the US Census Bureau
5251 Trompeter Rd IL 61354,41.369618,-89.127643,1.0,range_interpolation,5251.0,Trompeter Rd,,,Peru,IL,LaSalle County,61354,US,TIGER/Line® dataset from the US Census Bureau
524 W Washington St IL 62363,39.606932,-90.812619,1.0,range_interpolation,524.0,W Washington St,,,Pittsfield,IL,Pike County,62363,US,TIGER/Line® dataset from the US Census Bureau
534 W Washington St IL 62363,39.606933000000005,-90.812752,1.0,range_interpolation,534.0,W Washington St,,,Pittsfield,IL,Pike County,62363,US,TIGER/Line® dataset from the US Census Bureau
524 W Washington St IL 62363,39.606932,-90.812619,1.0,range_interpolation,524.0,W Washington St,,,Pittsfield,IL,Pike County,62363,US,TIGER/Line® dataset from the US Census Bureau
534 W Washington St IL 62363,39.606933000000005,-90.812752,1.0,range_interpolation,534.0,W Washington St,,,Pittsfield,IL,Pike County,62363,US,TIGER/Line® dataset from the US Census Bureau
15810 South Route 59 IL 60544,41.594463,-88.202164,1.0,rooftop,15810.0,S Rt,,,Plainfield,IL,Will County,60544,US,Will
170 S Division St IL 60544,41.59935,-88.201971,1.0,range_interpolation,170.0,S Division St,,,Plainfield,IL,Will County,60544,US,TIGER/Line® dataset from the US Census Bureau
12501 S Route 59 IL 60585,41.654801,-88.202894,1.0,rooftop,12501.0,S Rt,,,Plainfield,IL,Will County,60585,US,Will
2220 S Route 59 IL 60586,41.561971,-88.199568,0.8,rooftop,2220.0,Rt,,,Plainfield,IL,Will County,60586,US,Will
15810 South Route 59 IL 60544,41.594463,-88.202164,1.0,rooftop,15810.0,S Rt,,,Plainfield,IL,Will County,60544,US,Will
170 S Division St IL 60544,41.59935,-88.201971,1.0,range_interpolation,170.0,S Division St,,,Plainfield,IL,Will County,60544,US,TIGER/Line® dataset from the US Census Bureau
12501 S Route 59 IL 60585,41.654801,-88.202894,1.0,rooftop,12501.0,S Rt,,,Plainfield,IL,Will County,60585,US,Will
2220 S Route 59 IL 60586,41.561971,-88.199568,0.8,rooftop,2220.0,Rt,,,Plainfield,IL,Will County,60586,US,Will
3201 Broadway St IL 62301,39.935643,-91.364594,1.0,rooftop,3201.0,Broadway St,,,Quincy,IL,Adams County,62301,US,Adams
1301 Broadway St IL 62301,39.935836,-91.394759,1.0,rooftop,1301.0,Broadway St,,,Quincy,IL,Adams County,62301,US,Adams
3201 Broadway St IL 62301,39.935643,-91.364594,1.0,rooftop,3201.0,Broadway St,,,Quincy,IL,Adams County,62301,US,Adams
1301 Broadway St IL 62301,39.935836,-91.394759,1.0,rooftop,1301.0,Broadway St,,,Quincy,IL,Adams County,62301,US,Adams
626 N Harlem Ave IL 60305,41.891822999999995,-87.805299,1.0,range_interpolation,626.0,N Harlem Ave,,,River Forest,IL,Cook County,60305,US,TIGER/Line® dataset from the US Census Bureau
624 N Harlem Ave IL 60305,41.891734,-87.805458,1.0,rooftop,624.0,N Harlem Ave,,,River Forest,IL,Cook County,60305,US,Cook
626 N Harlem Ave IL 60305,41.891822999999995,-87.805299,1.0,range_interpolation,626.0,N Harlem Ave,,,River Forest,IL,Cook County,60305,US,TIGER/Line® dataset from the US Census Bureau
624 N Harlem Ave IL 60305,41.891734,-87.805458,1.0,rooftop,624.0,N Harlem Ave,,,River Forest,IL,Cook County,60305,US,Cook
W Grand Ave IL 60171,41.929331,-87.84116800000001,1.0,street_center,,W Grand Ave,,,River Grove,IL,Cook County,60171,US,TIGER/Line® dataset from the US Census Bureau
8800 Grand Ave IL 60171,41.929708000000005,-87.84682600000001,1.0,rooftop,8800.0,Grand Ave,,,River Grove,IL,Cook County,60171,US,Cook
W Grand Ave IL 60171,41.929331,-87.84116800000001,1.0,street_center,,W Grand Ave,,,River Grove,IL,Cook County,60171,US,TIGER/Line® dataset from the US Census Bureau
8800 Grand Ave IL 60171,41.929708000000005,-87.84682600000001,1.0,rooftop,8800.0,Grand Ave,,,River Grove,IL,Cook County,60171,US,Cook
1120 N 7th St IL 61068,41.934428000000004,-89.06840799999999,1.0,range_interpolation,1120.0,N 7th St,,,Rochelle,IL,Ogle County,61068,US,TIGER/Line® dataset from the US Census Bureau
892 Ranger Rd IL 61068,41.933181,-89.035073,1.0,range_interpolation,892.0,Ranger Dr,,,Rochelle,IL,Ogle County,61068,US,TIGER/Line® dataset from the US Census Bureau
1120 N 7th St IL 61068,41.934428000000004,-89.06840799999999,1.0,range_interpolation,1120.0,N 7th St,,,Rochelle,IL,Ogle County,61068,US,TIGER/Line® dataset from the US Census Bureau
